buena_comida,buen_servicio,buen_ambiente,buena_relacion_precio_calidad,espera_corta,apto_ninos,apto_mascotas,cocina_tradicional,cocina_moderna,comida_elaborada,acceso_minusvalidos,terraza_exterior,local_sin_olores,recomendable_en_pareja,buenas_vistas,platos_destacados,aspectos_positivos,aspectos_negativos,rango_precio,dato_curioso,resumen,Id_Restaurante,Nombre,error
True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,"['alcachofas', 'brownie', 'paella', 'sangría', 'pan bao', 'patatas chips', 'huevos rotos con jamón', 'gazpacho de sandía', 'burrata']","['Servicio excepcional y trato muy amable, con mención especial a Alex', 'Comida de alta calidad, muy sabrosa y elaborada', 'Ambiente acogedor y agradable', 'Buena relación calidad-precio', 'Platos variados y originales']","['Carta algo limitada', 'Pequeñas esperas incluso con reserva']",euro euro,"El restaurante es ampliamente elogiado por la excepcional atención personalizada de Alex, que logra que los clientes se sientan como en familia.","Este restaurante destaca por su comida excelente y elaborada, que fusiona platos tradicionales y modernos, con especial mención a las alcachofas, la paella y el gazpacho. El servicio es excepcionalmente amable y personalizado, con Alex siendo frecuentemente destacado. Ofrece un ambiente acogedor y una buena relación calidad-precio, aunque la carta es limitada y puede haber una pequeña espera incluso con reserva. Es apto para niños.",61,Lola Si Mola,
True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,"['ensalada de canónigos y foie', 'cabeza de cochinillo lechal confitado', 'milhojas de pistacho']","['Servicio muy atento y detallado', 'Propuesta gastronómica innovadora con casquería de alta cocina', 'Platos muy elaborados y con sabores sorprendentes (especialmente la cabeza de cochinillo)', 'Ambiente acogedor e informal', 'Flexibilidad para modificar el menú']","['Los callos no superaron las altas expectativas de un restaurante Michelin', 'Ausencia de postres con elaboraciones de casquería en la carta']",euro euro euro euro,"El chef transforma la tradicional casquería en platos de alta cocina con alquimia y hechicería, ofreciendo una experiencia culinaria única.","La Tasquería es un restaurante con estrella Michelin que reinventa la casquería en alta cocina, ofreciendo una experiencia gastronómica innovadora en un ambiente acogedor. Destacan platos como la cabeza de cochinillo confitada y la ensalada de canónigos y foie. El servicio es muy atento, aunque algunos clientes tuvieron expectativas más altas con los callos y la oferta de postres de casquería.",62,La Tasqueria de Javi Estevez,
True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,"['arroz meloso', 'steak tartar', 'tiradito de atún', 'ceviche de lubina con ají', 'ceviche de corvina con rocoto']","['Calidad excepcional de la comida y los productos', 'Servicio y atención al cliente excelentes y profesionales', 'Amplia y sorprendente carta de vinos, una de las más extensas de la isla', 'Muy buena relación calidad-precio, especialmente para Ibiza', 'Ambiente tranquilo y agradable, sin masificaciones']",[],euro euro,Su impresionante y extensa bodega de vinos es considerada una de las más grandes y sorprendentes de la isla.,"Este restaurante es un descubrimiento en Ibiza, aclamado por la excepcional calidad de su comida y la elaboración de sus platos, junto con un servicio profesional y atento. Destaca su sorprendente y extensa carta de vinos, considerada una de las mejores de la isla. Ofrece una excelente relación calidad-precio en un ambiente tranquilo.",63,Sa Vida Wine Restaurant,
True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,"['Pizzas', 'Pizza de quesos', 'Lasagna de carne', 'Mini ensalada', 'Pizza Margarita']","['Pizzas deliciosas con masa crujiente y ligera', 'Servicio muy atento y amable', 'Buena relación calidad-precio', 'Ambiente acogedor con buena música de fondo', 'Variedad de opciones vegetarianas y veganas']","['Algunos platos pueden no ser del agrado de todos (ej. pizza de pera)', 'El local es pequeño', 'Altas expectativas de clientes por la nota online no siempre cumplidas']",euro,"El personal ha mostrado una dedicación excepcional, incluso atendiendo a clientes cuando el local estaba oficialmente cerrado.","Este restaurante es altamente valorado por sus deliciosas pizzas, su excelente y amable servicio, y su buena relación calidad-precio. Ofrece una variedad de opciones incluyendo vegetarianas y veganas en un ambiente acogedor. Es un lugar frecuentado por clientes leales que lo consideran una parada obligatoria en Madrid.",64,La Pizzateca,
True,True,True,False,False,True,False,True,False,True,False,True,False,True,False,"['spaghetti de trufa', 'cacio e pepe', 'tagliatelle a la bolognese', 'nutellotto', 'tiramisú', 'aperol spritz', 'spaghetti alla nerano', 'pasta de marisco', 'risoto', 'burrata', 'gnocchi']","['Servicio excepcional y muy amable, con menciones frecuentes al personal (Karla, Belkis, Fabiola, Celia, Paula, Miguel, Neybi, Olimar, Rocío).', 'Cocina italiana auténtica y de alta calidad, destacando la pasta y los postres.', 'Ambiente elegante, acogedor y tranquilo, con música ambiental adecuada.', 'Presentación de los platos muy cuidada y atractiva.', 'Ideal tanto para comidas familiares como para parejas, y cuenta con una agradable terraza.']",[],euro euro,,"Un restaurante italiano altamente recomendado que destaca por su excepcional servicio personalizado, su auténtica y deliciosa comida de alta calidad, y un ambiente elegante, acogedor y tranquilo. Ofrece una cuidada presentación de los platos y es ideal tanto para disfrutar en familia como en pareja, además de contar con una agradable terraza.",65,Maruzzella,
True,True,True,True,False,True,False,True,False,True,False,False,False,True,False,"['morcilla', 'steak tartar', 'carpaccio', 'zamburiñas', 'chorizo', 'ojo de bife', 'puerro brasa', 'milanesa con cebolla y queso', 'empanaditas', 'matambrito', 'entraña angus']","['Excelente calidad de la carne', 'Servicio muy amable y atento', 'Ambiente agradable', 'Buena relación calidad-precio', 'Empanaditas destacadas']","['Larga espera y atención inicial mejorable sin reserva', 'Negativa a servir café después de la cena para ceder la mesa', 'Vino tinto servido demasiado frío']",euro euro euro,Sus empanaditas son consideradas por algunos clientes como las mejores que han probado en Madrid.,"Este restaurante argentino es altamente valorado por la excelente calidad de sus carnes y la amabilidad de su servicio. Ofrece un ambiente agradable y una buena relación calidad-precio, aunque no es barato. Destacan platos como las empanaditas (consideradas las mejores por algunos), el ojo de bife y la milanesa. Si bien el servicio general es muy bueno, se han reportado esperas prolongadas sin reserva y alguna incidencia puntual con el servicio de café o la temperatura del vino. Es recomendable para familias y parejas.",66,La Cabaña Argentina,
True,True,True,True,True,False,False,True,False,True,True,False,False,True,False,"['T-Bone', 'Milanesa completa', 'Asado argentino', 'Empanadas', 'Flan con dulce de leche', 'Chinchulines', 'Lomo Alto Black Angus', 'Arroz con leche', 'Parrillada', 'Salmón a la brasa', 'Pollo']","['Calidad excepcional de la carne y platos argentinos', 'Servicio muy amable, rápido y atento', 'Excelente relación calidad-precio, especialmente en el menú del día', 'Ambiente agradable, confortable y con buena decoración', 'Fácil acceso y buena ubicación']",['El tamaño de la porción de salmón podría ser mayor para su precio'],euro euro,"Ofrece una auténtica experiencia culinaria argentina que transporta a los comensales al Cono Sur, evocando recuerdos de casa.","Este restaurante destaca por su excelente cocina argentina, especialmente la carne y las parrilladas, y un servicio muy amable, rápido y eficiente. Los clientes valoran la buena relación calidad-precio, el ambiente agradable y la facilidad de acceso. Es un lugar recomendable para quienes buscan una experiencia culinaria auténtica y satisfactoria, ideal para parejas y grupos.",67,MU! El Placer de la Carne II,
True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,"['coquinas', 'zamburiñas', 'cazón', 'ostras', 'huevo trufado con atún']","['Servicio excepcionalmente amable y profesional (destacando a Félix, Vladimir, Yenifer y Adri)', 'Comida deliciosa y de alta calidad', 'Buen ambiente general del local', 'Precios razonables', 'Atención personalizada y consejos acertados sobre el menú']",[],euro euro,"La cantidad de menciones y elogios a camareros específicos como Félix, Vladimir y Yenifer, les convierte en la marca personal y el mayor atractivo del restaurante.","Este restaurante es altamente valorado por su excepcional servicio, con numerosos clientes destacando la amabilidad y profesionalidad del personal, especialmente Félix, Vladimir y Yenifer. La comida recibe elogios constantes por su calidad y sabor, con platos como coquinas, zamburiñas, cazón, ostras y huevo trufado con atún siendo muy recomendados. Los clientes también aprecian el buen ambiente y los precios razonables, lo que lo convierte en un lugar muy recomendable para repetir.",68,La Gaditana Retiro,
True,True,True,True,False,True,False,True,True,True,False,False,True,False,False,"['tapas', 'hamburguesas', 'oreja de cerdo crujiente', 'pulpo', 'croquetas', 'holjabravas', 'entraña con chimichurri', 'tinto de verano', 'tortilla de patata con trufa', 'guacamole', 'atún rojo balfego en tataki', 'mero braseado con salsa de curry']","['Servicio excepcional y muy atento', 'Comida elaborada, de alta calidad y muy rica', 'Ambiente acogedor, limpio y tranquilo', 'Variedad de platos que combinan cocina tradicional y toques asiáticos/fusión', 'Buena relación calidad-precio para el nivel gastronómico que ofrece']","['Raciones percibidas como escasas por algunos clientes', 'El precio puede ser considerado elevado para la zona por algunos']",euro euro euro,"Destaca por ofrecer un nivel gastronómico comparable al de zonas VIP de Madrid, en pleno Vallecas, con una cocina tan elaborada que un consultor de restaurantes resalta su impecable limpieza y exigencia.","Un restaurante en Vallecas que sorprende por su excelente nivel gastronómico, comparable al de zonas exclusivas de Madrid, ofreciendo un servicio atento, un ambiente acogedor y platos elaborados que fusionan tradición y toques asiáticos. Aunque algunos clientes pueden encontrar las raciones escasas o el precio elevado para la zona, la mayoría valora la alta calidad y la relación precio-calidad por la experiencia culinaria.",69,Amordmadre,
True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,[],"['Servicio y atención al cliente excepcionales', 'Cocina innovadora, creativa y sorprendente', 'Calidad y elaboración extraordinaria de los ingredientes y platos', 'Experiencia culinaria única y memorable']","['Precio considerado desorbitado por varios clientes', 'Carta de vinos no a la altura de un restaurante de su categoría', 'Actitud del chef David Muñoz percibida como ""engreído"" por un cliente']",euro euro euro euro,Un cliente expresó su decepción porque el chef David Muñoz no quiso saludar a su madre enferma que había viajado de lejos.,"Este restaurante ofrece una experiencia gastronómica altamente creativa, única y sorprendente, con un servicio excepcional y una elaboración extraordinaria de sus platos. Sin embargo, el precio es consistentemente percibido como muy elevado y, para algunos, no justifica completamente la relación calidad-precio. También se mencionan puntos negativos como una carta de vinos insuficiente para su categoría y la actitud del chef.",70,DiverXO,
True,True,True,True,True,False,False,True,False,True,False,False,False,True,False,"['pizza con queso de cabra', 'pizza', 'risotto', 'cócteles']","['Servicio muy atento y amable', 'Ambiente relajado y acogedor', 'Pizzas y risotto deliciosos', 'Ofertas atractivas (ej. 2x1 en cócteles)']","['Calidad de la comida inconsistente y con platos muy pobres', 'Personal distraído e inatento en ocasiones', 'Problemas para aplicar descuentos y cupones']",euro euro,"A pesar de ser clasificado como uno de los mejores restaurantes de Madrid, un cliente cuestiona fuertemente este ranking debido a la poca afluencia de gente y la necesidad de ofrecer cupones de descuento.","El restaurante ofrece un servicio generalmente atento y amable, con un ambiente relajado y acogedor que lo hace ideal para ocasiones especiales o parejas. Platos como la pizza y el risotto son frecuentemente elogiados. Sin embargo, la calidad de la comida puede ser inconsistente, y se han reportado problemas con el personal distraído y la aplicación de descuentos, generando dudas sobre su relación calidad-precio y su alta clasificación online.",71,Bosque De Piamonte,
True,True,True,False,False,False,False,False,True,True,True,False,True,True,False,"['Hamburguesas', 'Carne criolla', 'Chorizos criollos', 'Steakburger original', 'Tarta de queso', 'Helado de dulce de leche']","['Servicio excelente, amable y atento del personal', 'Comida deliciosa, especialmente las carnes y hamburguesas', 'Ambiente bonito, acogedor y agradable', ""Raciones generosas ('platos enormes')"", 'Variedad de postres y café también destacados']","['Los precios son percibidos como cada vez más caros', 'Reducción del tamaño de las patatas al horno']",euro euro euro,La sangría preparada por Samara es tan especial que 'hace que se te salten las lágrimas'.,"Este restaurante destaca por su excelente y amable servicio, con varios miembros del personal recibiendo menciones elogiosas. La comida, especialmente las hamburguesas gourmet y las carnes a la parrilla, es consistentemente descrita como deliciosa y con raciones generosas. El ambiente es bonito y acogedor, haciéndolo ideal para parejas. Aunque algunos clientes notan un aumento en los precios y una reducción en el tamaño de las guarniciones, la experiencia general es muy positiva y recomendable.",72,Steakburger Las Tablas,
True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,"['lomo saltado', 'ceviche de pescado', 'tiradito con salsa rocoto', 'causa limeña']","['Servicio excepcional y muy atento, destacando el camarero Pedro', 'Comida peruana auténtica, deliciosa y de alta calidad', 'Presentación exquisita y sabores elaborados', 'Opciones aptas para celíacos y platos sin gluten', 'Menú de mediodía con buena relación calidad-precio']",[],euro euro euro,"El servicio excepcional y personalizado del camarero Pedro es tan destacado que se ha convertido en un sello distintivo del restaurante, siendo elogiado por casi todos los clientes.","Kausa es un restaurante peruano altamente recomendado en Madrid, celebrado por su comida auténtica, deliciosa y de presentación exquisita. Ofrece opciones sin gluten y un menú de mediodía de buena calidad. La atención al cliente es sobresaliente, con menciones constantes a la amabilidad y profesionalidad del camarero Pedro, lo que contribuye a una experiencia culinaria excepcional.",73,Kausa Madrid 1,
True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,"['trago que recomendó el manager Kevin', 'tiradito de lubina y de atún', 'cóctel sumergir', 'ensalada griega', 'patatas más famosas', 'burrata', 'lomo', 'risotto falso con trufa', 'tragós de Anita', 'patatas bravas']","['Comida y cócteles variados, originales y deliciosos', 'Servicio y atención del personal excepcional y profesional', 'Ambiente y decoración únicos, temáticos y muy visuales', 'Música en directo con pianista, cantante y mini actuaciones', 'Experiencia culinaria diferente y memorable']",[],euro euro euro,"Ofrece una inmersión visual con una decoración temática marina con personajes enormes y escenografía muy conseguida, complementada con música en vivo y mini actuaciones.","Este restaurante es aclamado por su comida y cócteles innovadores y deliciosos, destacando platos como el tiradito o el risotto con trufa. El servicio es excepcionalmente amable y profesional, con menciones especiales a varios camareros. Los clientes alaban su ambiente mágico, la decoración única de temática marina, y la música en directo que incluye pianista, cantante y actuaciones, creando una experiencia inolvidable y diferente.",74,Bestial By Rosi La Loca,
True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,"['tratar de atún con yema', 'japo taco', 'gioza de toro', 'gyoza de rabo de toro']","['Servicio muy atento y profesional', 'Comida de gran calidad y originalidad', 'Ambiente agradable y relajado', 'Personal que asesora muy bien en la elección de platos']","['Tiempos de espera largos y servicio lento', 'Precios elevados para la cantidad servida', 'Falta de compensación o disculpa en incidencias']",euro euro euro,Admiten perros pequeños en la planta baja previa reserva.,"El restaurante destaca por su excelente comida asiática moderna y un servicio extraordinario y atento, que asesora eficazmente a los comensales. El ambiente es agradable y relajado, y es apto para perros en la planta baja. Sin embargo, algunos clientes reportan tiempos de espera largos, porciones pequeñas y precios elevados, lo que puede afectar la relación calidad-precio y la experiencia general.",75,sr.Ito,
True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,"['Nachos', 'Tacos', 'Enmoladas', 'Ceviche', 'Margaritas', 'Salsa de habanero']","['Comida mexicana auténtica y deliciosa', 'Servicio excelente y trato familiar', 'Ambiente acogedor y bien decorado', 'Margaritas deliciosas', 'Buena relación calidad-precio']",[],euro euro,"Ubicado estratégicamente cerca del viaducto, entre el Palacio Real y el Teatro de La Latina.","Este restaurante mexicano es altamente elogiado por su auténtica y deliciosa comida, destacando platos como los nachos, tacos y margaritas. El servicio es consistentemente descrito como excelente, atento y familiar, lo que contribuye a un ambiente acogedor y bien decorado. Aunque no es el más barato, la relación calidad-precio se considera muy buena y justificada por la alta calidad. Es un lugar recomendable para ir con familia y amigos, y los clientes expresan un fuerte deseo de repetir.",76,Tacos & Tapas,
True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,"['Pannacotta', 'Puerros', 'Patatas bravas', 'Croqueta de boletus', 'Tuétano']","['Servicio excepcional y muy amable', 'Calidad y elaboración de la comida excelentes', 'Ambiente acogedor y tranquilo', 'Muy buena relación calidad-precio', 'Adaptabilidad para dietas especiales (celíacos)']",[],euro euro,"Es un auténtico descubrimiento gastronómico que destaca por la originalidad de sus vermuts y su especialización en menús para celíacos, incluso con maridajes de vinos de Jerez.","Un restaurante excepcional que ofrece una experiencia culinaria de alta calidad con platos elaborados y creativos, como su aclamada pannacotta o los vermuts de toque distintivo. El servicio es sumamente amable y hospitalario, el ambiente acogedor y la relación calidad-precio es muy buena. Destaca su flexibilidad y atención a necesidades especiales, como la adaptación de menús para celíacos.",77,La Burbujería,
True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,"['empanadas', 'tostas', 'tapas con toque argentino', 'pizzas', 'cerveza Estrella Galicia']","['Comida deliciosa, especialmente empanadas y tostas', 'Ambiente acogedor y con encanto', 'Personal amable y buen trato', 'Buena relación calidad-precio', 'Música de fondo agradable que permite conversar']","['Servicio a veces lento o mejorable', 'Local pequeño y puede parecer algo cutre o con la limpieza justita', 'Precio percibido como caro por algunos clientes']",euro euro,El restaurante cuenta con un salón ubicado en una cueva tradicional madrileña.,"Este bar/taberna es muy valorado por sus deliciosas empanadas y tostas, así como por su ambiente acogedor y su servicio amable. Ofrece una buena relación calidad-precio y destaca por tener un salón en una auténtica cueva madrileña. Aunque algunos clientes mencionan lentitud en el servicio y un local pequeño, la mayoría lo considera muy recomendable.",78,Tinto Y Tapas Principe,
True,True,True,True,False,False,False,True,False,True,False,True,False,False,False,"['Samosas', 'Pollo Tandoori', 'Chicken Mango', 'Panes de ajo y queso', 'Curries']","['Comida india auténtica y de alta calidad', 'Servicio muy amable y atento', 'Excelente relación calidad-precio', 'Variedad de platos y opciones vegetarianas']","['Posible tiempo de espera si no se reserva', 'Decoración mejorable']",euro,"Ofrece una gastronomía india de alto nivel y calidad, con platos idénticos a los de Katmandú, pero a un precio muy económico sin el 'plus' de los restaurantes de lujo.","Este restaurante indio es altamente valorado por su auténtica y elaborada cocina, con platos típicos y sabores intensos, y una excelente relación calidad-precio. El servicio es consistentemente descrito como muy amable y atento, con personal que aconseja y explica bien. Aunque se recomienda reservar debido a su popularidad y la posibilidad de espera, y algunos encuentran la decoración mejorable, la experiencia general de la comida y el trato es excepcional.",79,Everest Tandoori Nepali-Indian Restaurant,
True,True,True,False,True,False,False,True,True,True,False,True,False,False,False,"['Tarta de queso', 'Huevos estrellados/rotos', 'Cochinillo', 'Croquetas', 'Oreja']","['Servicio muy amable y profesional', 'Comida de alta calidad y sabrosa', 'Postres caseros espectaculares, especialmente la tarta de queso', 'Platos originales y bien elaborados', 'Atención rápida']",[],euro euro euro,"Ofrecen una experiencia única al servir el cochinillo, donde te entregan un mandil, lo cortas y luego tiras el plato, siguiendo una tradición segoviana.","Este restaurante destaca por su excelente servicio, la alta calidad y originalidad de su cocina, y postres caseros espectaculares como la tarta de queso. Ofrecen una experiencia culinaria memorable con platos tradicionales y creaciones propias, en un ambiente agradable y con la opción de terraza climatizada.",80,Café Astral,
True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,"['ostra', 'tartar de zamburiña', 'segundo postre', 'pisco nikkei']","['Cocina fusión innovadora y sorprendente', 'Servicio impecable y muy atento', 'Alta calidad de los ingredientes y elaboraciones', 'Experiencia gastronómica inolvidable', 'Ambiente bonito y casual']","['Precio elevado', 'Incomodidad del local (sillas sin reposabrazos)', 'Baño pequeño']",euro euro euro,"Destaca por la confianza en su personal, que guía a los comensales a través de una experiencia con ingredientes a menudo desconocidos y recomendaciones acertadas.","Este restaurante de cocina fusión ofrece una experiencia gastronómica espectacular y sorprendente, con un servicio impecable y platos muy elaborados. Aunque el precio es elevado, la calidad y la originalidad de sus propuestas lo justifican, siendo un 'must' para el paladar.",81,Kuoco 360 food,
True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,"['hamburguesa', 'melting chesse t', 'costillar', 'ensalada cesar', 'trufa de queso derretido']","['Servicio muy amable y atento (especialmente Rocío y Fiorela)', 'Excelente calidad y sabor de la comida (hamburguesas, costillar)', 'Ambiente agradable y relajado con buen hilo musical', 'Ubicación céntrica y accesible', 'Rapidez en el servicio']",['Precio de algunas hamburguesas considerado alto o sobrevalorado'],euro euro,"Los baños tienen un sistema de apertura con la mano, lo que los hace impecables.","El restaurante destaca por su excelente comida, especialmente hamburguesas y costillar, y un servicio muy atento y amable, con Rocío y Fiorela siendo consistentemente elogiadas. Ofrece un ambiente agradable y relajado, es céntrico y accesible, y el servicio es rápido. Aunque la relación calidad-precio es buena, algunos clientes consideran el precio de la hamburguesa algo elevado. Sus baños con apertura manual son un detalle curioso.",82,SteakBurger Castellana 89,
True,True,True,True,True,False,False,True,False,True,False,False,False,True,False,"['Pizzas', 'Entrantes', 'Crepe de gamba', 'Pasta fresca', 'Tiramisú', 'Flan de turrón', 'Sugerencias de la casa']","['Pizzas excepcionales y artesanas, consideradas las mejores', 'Servicio extremadamente amable, atento y rápido, destacando la figura de Hugo', 'Excelente relación calidad-precio (aprox. 15€ por persona)', 'Ambiente agradable y acogedor', 'Variedad y calidad en entrantes y postres (como Tiramisú y flan de turrón)']",[],euro euro,"La figura central del restaurante es Hugo, un camarero cuya amabilidad, rapidez y excelentes recomendaciones son mencionadas y elogiadas constantemente por los clientes.","Este restaurante italiano es ampliamente elogiado por sus pizzas excepcionales y artesanas, pasta fresca y una gran variedad de entrantes y postres deliciosos. El servicio es calificado de inmejorable, con menciones recurrentes a la amabilidad y eficiencia del camarero Hugo. Ofrece una excelente relación calidad-precio y un ambiente agradable, siendo muy recomendable para parejas.",83,Pizzeria Fratelli,
True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,"['ensalada de burrata', 'langostinos', 'berenjenas', 'falso risotto', 'carrillada', 'rodaballo', 'mousse de queso']","['Comida muy rica, diferente y de calidad', 'Servicio amable y atento', 'Ambiente acogedor y con encanto', 'Platos elaborados y originales']","['Local muy pequeño', 'Dificultad para reservar']",euro euro euro,"Sorprende por su magia y encanto interior que contrasta con su humilde apariencia exterior, todo ello amenizado con buena música rock.","Un restaurante con una propuesta culinaria moderna y elaborada, destacando por su comida muy rica y de calidad, un servicio amable y un ambiente acogedor y con encanto a pesar de su pequeño tamaño. Ofrece una buena relación calidad-precio y es ideal para parejas.",84,La berenjena,
True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,"['ensalada de tomate y higos', 'presa ibérica', 'boletus', 'selección de quesos', 'variedad de vino']","['Calidad y originalidad de la comida', 'Excelente y amplia carta de vinos y maridajes', 'Servicio amable y atento', 'Innovación y originalidad en los cócteles y su presentación', 'Buen ambiente']","['Precios elevados en cócteles que algunos consideran excesivos', 'Mala experiencia en la gestión de reservas', ""Algunos platos y cócteles pueden ser 'demasiado inventados' para ciertos gustos""]",euro euro euro,La carta de cócteles se presenta en un original maletín con luz propia y algunos clientes mencionan un posavasos enigmático y supersticioso.,"Angelita destaca por su espectacular comida, servicio y una excepcional variedad de vinos y maridajes de alto nivel. Ofrece una cocina moderna y elaborada, así como cócteles innovadores con una presentación única. Aunque no es barato, muchos consideran que la experiencia merece la pena, si bien existen críticas puntuales sobre el precio de algunos cócteles y la gestión de reservas.",85,Angelita Madrid,
True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,"['ensalada de vieiras', 'canelones negros con marisco', 'rabo de toro', 'fardos (rollos de calamar con tocino y mousse de tinta de calamar)', 'croquetas de jamón']","['Servicio excepcionalmente amable, atento y personalizado', 'Calidad y creatividad culinaria de la comida', 'Ambiente auténtico, cálido y acogedor', 'Ubicación céntrica y de fácil acceso', 'Rapidez en el servicio de los platos una vez sentado']","['El local puede ser ruidoso', 'Frecuentemente hay que esperar para conseguir mesa o sitio en la barra', 'El local no es muy grande']",euro euro euro,"Es un ""sitio de culto"" en Madrid, famoso por el trato excepcionalmente cariñoso y personalizado de su personal, como José.","Casa Lucas es un restaurante altamente recomendable en el corazón de Madrid, elogiado por su excepcional comida creativa y tradicional, un servicio impecable y muy amable, y un ambiente auténtico y acogedor. Aunque el local puede ser ruidoso y pequeño, lo que a menudo requiere espera, la experiencia gastronómica y el trato personal lo convierten en una opción destacada para una comida de alta calidad.",86,Casa Lucas,
True,True,True,True,False,True,False,True,True,True,False,True,True,True,False,"['Vermut', 'Albóndigas', 'Plato de queso', 'Pila de tomate y mozzarella']","['Sabor, apariencia y unicidad de las tapas', 'Vermut de la casa excelente y selección de vinos', 'Personal muy amable y atento', 'Ambiente acogedor, animado y auténtico', 'Buena relación calidad-precio']",['Servicio hostil o desagradable hacia turistas'],euro euro,"Famosa por su vermut, esta taberna también es elogiada por ofrecer tapas con sabores increíblemente únicos y diferentes.","Este establecimiento es muy valorado por sus tapas únicas y deliciosas, que se distinguen de otras, y por su excelente vermut de la casa. El ambiente es cálido, auténtico y acogedor, complementado por un personal amable y atento. Ofrece una buena relación calidad-precio y es apto para familias, amigos y parejas. Una queja recurrente fue el trato hostil hacia los turistas.",87,Taberna la Concha,
True,False,True,True,False,True,False,True,True,True,False,False,False,False,False,"['garbanzo con marisco', 'anchoas fritas', 'alcachofas', 'garbanzos con gambones', 'albóndigas de angus', 'arroz de pluma', 'tarta de queso flambeada', 'tiramisu', 'torrija', 'pimientos rellenos', 'croquetas', 'fideos con pluma']","['Comida deliciosa, elaborada y de alta calidad', 'Postres espectaculares y variados', 'Ambiente pequeño y muy acogedor', 'Atención y asesoramiento cercano del personal (sin contar al chef)']","['Actitud soberbia y maleducada del chef/propietario', 'Problemas en la gestión de reservas y asignación de mesas', 'El chef responde a reseñas negativas por WhatsApp privado']",euro euro euro,"El chef es conocido por su fuerte personalidad, llegando a responder a reseñas negativas incluso a través de WhatsApp privado.","El restaurante es altamente elogiado por su comida deliciosa, elaborada y de alta calidad, con postres excepcionales y un ambiente acogedor. Sin embargo, la experiencia se ve significativamente empañada por la actitud soberbia y maleducada del chef/propietario, así como problemas en la gestión de reservas y su práctica de contactar a clientes por WhatsApp tras reseñas negativas.",88,Vinos de Bellota,
True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,"['Tortilla de patatas', 'Sangría', 'Tapas']","['Buena calidad y variedad de la comida (tapas, tortilla)', 'Mención de personal específico por su buen trato (ej. Katha, Jenny, Carolina)', 'Precios considerados razonables por algunos clientes']","['Servicio general muy lento, desatento y en ocasiones grosero', 'Tiempos de espera excesivamente largos para pedir y recibir', 'Gestión inaceptable de alergias y quejas, incluyendo incidentes graves']",euro euro euro,Un incidente grave con una alergia a mariscos fue manejado por el gerente sin disculpas y con intento de culpar al cliente.,"El restaurante ofrece una buena calidad y variedad en sus tapas y platos tradicionales. Aunque algunos clientes destacan la atención de personal específico por su amabilidad, la mayoría de las reseñas señalan un servicio general lento, desatento y en ocasiones grosero, con tiempos de espera excesivos. Se reporta un ambiente incómodo debido al calor y una relación calidad-precio cuestionable, con un incidente muy grave en la gestión de alergias.",89,Tapa Tapa Arenal,
True,True,True,False,True,False,True,False,True,True,False,False,True,False,False,"['bol de açai', 'hamburguesa vegana', 'tostada de aguacate', 'tostada francesa', 'envoltura de seitán', 'burrata tostada']","['Comida saludable, fresca y deliciosa con amplias opciones veganas y para intolerancias', 'Servicio excepcional y personal muy amable, atento y acogedor', 'Ambiente cálido, vibrante, limpio y con buena música', 'Platos bellamente preparados y servidos con detalle', 'Es un lugar apto para mascotas']",[],euro euro,El personal es tan amable y atento que incluso le dieron una galletita al perro de un cliente.,"Este encantador café destaca por su comida saludable, fresca y deliciosa, con excelentes opciones veganas y para personas con intolerancias. Ofrece un servicio excepcional y un ambiente cálido, acogedor y muy limpio, siendo un lugar apto para mascotas. Los platos están bellamente presentados, lo que lo convierte en un destino muy recomendable en Madrid.",90,Almalibre Açaí House,
