web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,position,image,data14,data15,data16,data17,data18,image2,image3,image4,image5,image6,data19
1775742496-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Karen S,Una experiencia gastronómica memorable,"Mi hija y yo disfrutamos mucho de nuestra experiencia gastronómica anoche. El Servicio fue impecable. Fue muy útil que el chef nos explicara los platos y nos quedamos muy impresionados de que pudiéramos tomar porciones más pequeñas para compartir entrantes entre nosotros, lo que nos dio la oportunidad de probar más de lo que se ofrecía. El vino recomendado era delicioso y a un precio razonable por la calidad. 
Toda la experiencia fue un punto culminante de nuestro viaje a Madrid, pero si tuviéramos que elegir un plato destacado ambos elegiríamos la sopa de tomate, hecha de tomates asados al horno con la adición de queso de cabra. El sabor era increíble! 
Sin duda volveríamos. Reservar es esencial ya que hay coberturas limitadas.",133 contribuciones,133,Escrita el 3 de octubre de 2025,"Northampton, Reino Unido",Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/49/2d/21/caption.jpg?w=300&h=300&s=1,Traducido automáticamente,,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/49/2d/22/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/49/2d/23/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/49/2d/24/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/14/9a/ec/caption.jpg?w=100&h=-1&s=1,,
1775742496-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Jose J G,Acogedor con excelente cocina,"Tuvimos un gran tiempo en la Vinoteca. La calidad de la comida, las explicaciones del chef, la cocina y la profesionalidad de todos en el restaurante fueron increíbles. El puerro... ¡oh qué bueno!",12 contribuciones,12,Escrita el 14 de septiembre de 2025,"Herndon, Virginia",Mostrar original,,,,,,,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/98/80/d5/n2635txjoseg.jpg?w=100&h=-1&s=1,,
1775742496-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Borja M,Magnífica experiencia,"Todo buenísimo, el trato inmejorable, buenos vinos… imprescindibles los puerros. Tomamos fuera de carta unas verdinas con salmonete que eran un espectáculo!!",2 contribuciones,2,Escrita el 26 de julio de 2025,2 contribuciones,,Calidad/precio,Ambiente,Servicio,Comida,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,
1775742496-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Guillaume P,,"Excelente lugar descubierto esta noche. Entiendo totalmente por qué se necesita una reserva, IT realmente vale IT. Empecé con una de las mejores sopas de tomate de la historia (similar a la que compré en Bocuse hace 10 años) seguida de una excelente media porción de salmón y un pescado del día. Encima de IT dos copas de vino Blanco seco de las inmediaciones madrileñas para realizar el trayecto. Por último, un fondant de chocolate muy bonito con un helado violeta. Recomiendo encarecidamente este lugar con camareras amables y jefe simpático, incluso si no esperaron a mi comentario para tener una notoriedad local.",3 contribuciones,3,Escrita el 24 de julio de 2025,3 contribuciones,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,,
1775742496-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Frank de Kort,"Comida encantadora, gran servicio y ambiente íntimo","Qué velada maravillosa tuvimos aquí. La bienvenida por el anfitrión fue muy cordial y sincero. Inmediatamente nos sentimos muy bienvenidos. Todos los platos fueron claramente preparados con amor, boca - agua y perfeccionado a lo largo de los años. Los vinos recomendados fueron perfectamente elegidos y contribuyeron a la experiencia (de sabor). Podemos decir mucho más sobre esto, pero en realidad todo es superfluo. Si alguna vez estás en la zona; Book. Garantizamos una hermosa noche con deliciosa comida y bebidas en un ambiente íntimo.",13 contribuciones,13,Escrita el 23 de junio de 2025,13 contribuciones,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/a6/cb/24/caption.jpg?w=100&h=-1&s=1,,
1775742496-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Elise H,Excelente comida y gran servicio con muchas especialidades locales,"Excelente experiencia. Algunos de los servidores y el Chef hablan inglés, lo que facilita disfrutar de la cocina local. Mi marido y yo tuvimos una deliciosa comida. Recomendaron un delicioso vino blanco por solo 35€ y mi marido tomó dos copas de delicioso tinto por solo cinco euros cada una. El precio del buen vino era notablemente barato. El chef sale personalmente y explica todos los platos del menú, así como las especialidades diarias. Convirtiéndolo en una experiencia muy personal. Disfrutamos del confit de puerro, pulpo, salmonete rojo, (que era el pescado especial de los días, excelente sabor y perfectamente preparado) , y el steak tartar. Fueron muy amables en recomendarnos hacer algunas medias porciones, porque dijeron que pedimos demasiada comida! Pero disfrutamos cada bocado. Recomendamos encarecidamente este restaurante.",89 contribuciones,89,Escrita el 15 de mayo de 2025,"Huntington Beach, California",Mostrar original,,,,,,,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/8b/b1/ee/elise-h.jpg?w=100&h=-1&s=1,,
1775742496-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,heronrjm,Excelencia simple,Visitamos Moratín a las 8. 30 pm el jueves pasado. El restaurante ocupa un pequeño local decorado en un estilo moderado. Los otros huéspedes también fueron visitantes de Madrid que claramente estaban saboreando sus comidas. Tomamos una sopa de tomate simple seguido del pescado especial de salmonete rojo. Ambos estaban deliciosos. Incluso mejor que la hermosa y sencilla comida fue la encantadora bienvenida del equipo. Todo el mundo era tan amable. Fue una experiencia muy agradable y sin duda volveremos.,7 contribuciones,7,Escrita el 5 de mayo de 2025,"Dublín, Irlanda",Mostrar original,,,,,,,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,,
1775742496-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Majo Ruiz,Vinoteca,"En pleno corazón de la ciudad, este bar es un verdadero templo para los amantes del vinilo y la buena vida. Desde que entras, el ambiente te envuelve con una mezcla perfecta de nostalgia y sofisticación: las paredes decoradas con portadas clásicas y una tornamesa siempre girando. Lo que realmente lo distingue es su exquisita selección de vinilos de música latina —salsa, bolero, cumbia, latin jazz— que llenan el lugar de ritmo y calidez. Acompañando la experiencia, ofrecen una carta de vinos cuidadosamente curada, ideal para maridar con su comida sabrosa y bien presentada, que mezcla lo tradicional con toques modernos. Ideal para ir a disfrutar con calma, entre buena música, buena comida y mejor compañía. Un rincón con alma, donde cada canción cuenta una historia.",71 contribuciones,71,Escrita el 2 de mayo de 2025,71 contribuciones,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/c2/80/ef/caption.jpg?w=300&h=300&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/c2/80/f0/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/c2/80/f1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/c2/80/f2/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,,
1775742496-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,David W,Servicio excepcional y comida,"Después de salir del Prado a las 2 de la tarde llamé por teléfono al Restaurante y les quedaba una mesa para las 3 de la tarde, así que me alegré de haber llamado porque sentados tres o cuatro grupos de personas entraron fuera de la calle para ser rechazados. Este es un pequeño restaurante maravilloso experiencia muy personal el personal es encantador. El chef sale a explicar los cursos y cuando llegaron todo lo que puedo decir es totalmente satisfecho y espero que pueda volver en algún momento en el futuro.",136 contribuciones,136,Escrita el 19 de abril de 2025,"Barry, Reino Unido",Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/1d/b3/73/david-w.jpg?w=100&h=-1&s=1,,
1775742496-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,kaylaartt,Servicio personalizado y maravillosa experiencia gastronómica,"Qué placer. Tuvimos una gran experiencia en Vinoteca. El chef / propietario nos llevó a través del menú con cuidado, y apreciamos poder dividir tanto entrantes como entradas para probar más platos. Todo estaba fresco y bien preparado, con verdadera atención al detalle. La selección de vinos era impresionante, y el postre era igual de agradable.",799 contribuciones,799,Escrita el 12 de abril de 2025,"Los Ángeles, California",Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/e4/02/a3/kaylaartt.jpg?w=100&h=-1&s=1,,
1775742573-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Una súper experiencia gourmet y ambientazo,Natalie,"La Vinoteca Moratín es uno de mis restaurantes favoritos en Madrid. Sus productos siempre frescos y de excelente calidad. He puesto cualquier fecha en la descripción pero la verdad es que he ido mil veces ahí. El vino estupendo, te recomiendan unos vinos maravillosos. MUST ORDER: los puerros, el tartar, las albondigas de ciervo (si es temporada de caza) y un buen vino blanco. Estupendo vamos, no hay nada que les quitaría nota. Quitaría la compañía de algunas veces que fui, eso sí jajaj pero jamás del restaurante y los camareros y chef!",50 contribuciones,50,Escrita el 9 de febrero de 2024,"Madrid, España",Ambiente,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/63/3a/4d/caption.jpg?w=100&h=-1&s=1,,,Leer más,,0,,,,,,
1775742573-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Comida exquisita en un local con mucho estilo,Sergio C,"Sitio con mucho estilo. El personal super agradable. El local bonito y tranquilo. Y la comida un auténtico espectáculo. De precio, muy muy correcto.
Recomendable 100%",280 contribuciones,280,Escrita el 12 de diciembre de 2023,"Madrid, España",Ambiente,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,,Leer más,,1,,,,,,
1775742573-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Agradable,Lidia B,"Simplemente buenisimo !!  El trato fenomenal. Muy recomendable.
Fuimos en parejas. El servicio fenomenal. Pequeñito y muy acogedor por lo que es muy tranquilito y sin muchos ruidos.",5 contribuciones,5,Escrita el 9 de diciembre de 2023,5 contribuciones,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,1,,,,,,
1775742573-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Simplemente extraordinario,miguel n,"Simplemente extraordinario recomendable 100x100, comida, servicio y trato buenísimo. Lo que uno espera cuando se va a un restaurante",7 contribuciones,7,Escrita el 17 de septiembre de 2023,7 contribuciones,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,1,,,,,,
1775742573-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Restaurante único en la zona,Pilar P,"Estupendo restaurante cuentan con una comida increible. La carta no es larga pero todo lo que pruebas es fantástico. Si le añades a ello una gran oferta de vinos por copas y por botellas y un servicio estupendo donde el chef te recomienda y te explica cada plato (cosa que no hacen en todos los restaurantes), obtienes un restaurante único en la zona.",5 contribuciones,5,Escrita el 17 de agosto de 2023,"Mérida, España",Ambiente,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,Leer más,,0,,,,,,
1775742573-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,"Buena opción para comer em Madrid más allá de cocidos, callos o los evitables bocatas de calamares.",Dylaniano,"Buena calidad de los platos.  Excelente servicio de vino por copas. Atención al cliente inmejorable.
A destacar los puerros y el rodaballo.",4 contribuciones,4,Escrita el 7 de agosto de 2023,4 contribuciones,Ambiente,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/fc/b7/cf/mamierca.jpg?w=100&h=-1&s=1,,,Leer más,,0,,,,,,
1775742573-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,"Espectacular; atención, calidad y ambiente",CarlosM,"Decidimos ir tras encontrarlo como recomendación en la guía Michelin y ha sido un gran descubrimiento.

El local no es muy grande lo que lo hace muy acogedor, genial para una cena tanto en pareja como con familia o amigos.

La carta no es extensa (creo que tan solo 10 platos) y nos gustaban todas las opciones así que el chef nos hizo un par de recomendaciones y nos ofreció pedir medias raciones para poder degustar más platos, sin duda un lujo.

Lo mejor sin duda fue el salmón marinado y las pochas con salmonete, explosión de sabor… exquisito.

La carta de vino es bastante extensa y, aunque conocíamos algunos, queríamos probar alguno nuevo así que lo dejamos en manos del chef y nos ofreció un vino de Burdeos exquisito.

El trato del camarero que nos atendió fue muy profesional a la vez que amable.

Para acabar la cena, después del postre, nos invitaron a un Malvasía de las Azores, también muy bueno.

No vamos a perder de vista este restaurante. Volveremos pronto seguro.",101 contribuciones,101,Escrita el 19 de junio de 2023,"Madrid, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/bf/e9/11/caption.jpg?w=100&h=-1&s=1,,,Leer más,,0,,,,,,
1775742573-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Magnífico pequeño lugar.,rosa g,"Hace unos dias fue el cumpleaños de nuestra hija y decidimos ir a comer a este pequeño restaurante del barrio de las letras. Nos ha encantado en todos los sentidos. El ambiente estupendo, el personal superprofesional y muy atento y los platos soberbios. Los puerros, los canelones, las pochas... Todo magnífico y la relación precio-calidad estupenda sin duda, quizás de noche porque el ambiente de noche promete.",15 contribuciones,15,Escrita el 11 de junio de 2023,"Madrid, España",,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,,Leer más,,0,,,,,,
1775742573-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Cena magnífica,miamar,"tenía ganas desde hacía tiempo de ir a este restaurante.

Como se puede deducir del nombre del restaurante, tiene una larga y variada carta de vinos tanto nacionales como internacionales. La carta de comida es más bien corta, con alrededor de 10 platos, ya que según nos comentó el chef preferían centrarse en unos pocos platos, de los cuales una parte importante son fijos y unos pocos van cambiando según productos de temporada. Algunos de los platos son adecuados para compartir y te los sirven ya directamente en platos diferentes.

Íbamos 2 personas y pedimos lo siguiente:

- Sopa del día, que era una sopa de tomates asados
- Puerros confitados en salsa romescu

Estos platos los compartimos. Aparte luego:

- Canelones rellenos de carrillera de ternera
- Pescado del día (una especie de guiso de pochas con salmonete)
- Tarta tatín de manzana
- Tarta de queso

Todo estuvo realmente bueno (solo la tarta de manzana no le terminó de convencer al amigo con el que iba) y en cantidades suficientes.

Aparte de agua tomamos una botella de vino blanco alemán.

La cuenta nos salió por unos 104€.

Buen servicio y chef amable que nos explicó los platos de la carta.

Solo admiten reservas por teléfono y es conveniente realizarla, porque el restaurante es pequeño y al menos para el fin de semana es difícil.",584 contribuciones,584,Escrita el 2 de junio de 2023,Madrid,,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,Leer más,,1,,,,,,
1775742573-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Cena maridada,Javier M,"Cuando quieras celebrar ,  hacer una cena especial y mardidarlo con vinos sin duda vinoteca Moratin! Esta vez fui a cuatro pases con vinos del mundo 🌎🍷🍇 hubo dos que flipé un francés y otro argentino y luego en los postres me trajeron una malvasía de las Azores ... En fin . 
Gracias a todo el staff .",48 contribuciones,48,Escrita el 11 de marzo de 2023,"Colmenar Viejo, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,,,Leer más,,0,,,,,,
1775742573-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Excelencia,Juan L,"Tienen un trato, un servicio, una atención y un materia prima del más alto nivel.
Nos atendió el dueño, nos recomendó, nos dio posibilidad de probar los vinos y de combinar platos.
Les pedí un favor para cumpleaños sorpresa y desde la misma entrada ya lo tenían previsto y la persona sorprendida no sospechó nada.
En definitiva, un 10!",4 contribuciones,4,Escrita el 9 de marzo de 2023,"Montoro, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,
1775742573-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Comida inmejorable,Flor,"Hemos estado mi pareja y yo hoy comiendo en este estupendo restaurante, desde que entras por la puerta todo es amabilidad y profesionalidad, una adecuada y correcta explicación de los platos para una acertada elección de ellos, se agradece mucho. La comida excelente, no se puede decir otra cosa, muy buena calidad y cocina. En definitiva un restaurante recomendable 100%. Volveremos seguro.",22 contribuciones,22,Escrita el 9 de marzo de 2023,"Vitoria-Gasteiz, España",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,
1775742573-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Comida,Luis A,"Muy buena comida en el centro de Madrid, y muy buen servicio, lo recomiendo. Carta de vinos muy extensa, …..tanto que me equivoque con el vino",9 contribuciones,9,Escrita el 4 de febrero de 2023,9 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,
1775742573-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,10 de 10,mariahelena g,"Pequeño agradable acogedor buenos precios, muy buena calidad de esos lugares para repetir constantemente 10 de 10....",69 contribuciones,69,Escrita el 23 de enero de 2023,"Miami, Florida",,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/fb/39/38/caption.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,,,,
1775742573-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Inmejorable atención y ambiente en pleno Barrio de Las Letras,Lutxo Pool,"No es la primera vez que vamos a este pequeño y coqueto restaurante cuya carta es corta pero especial. Es cocina de mercado que se basa en un buen producto de temporada. Todo estaba rico: la sopa del día era de tomates, sus famosos puerros confitados y salmón marinado y después comimos verdinas con salmonete, pollo al grill, bacalao con verduras y unos deliciosos canelones de carrillera. La atención es maravillosa y en espacial la de Marcos que te explica detalladamente los platos que ofrecen y te recomienda estupendamente. No dudes en ir, pero recuerda que tienes que llamar para reservar anticipadamente, de lo contrario no tendrás sitio pues no hay muchas mesas.",272 contribuciones,272,Escrita el 14 de enero de 2023,"Madrid, España",,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/6e/0b/4c/lmvillara.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0,,,,,,
1775742522-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Un disfrute,josemanuel55,"Maravillosa experiencia tras el tercer intento de reserva, extraordinaria atención desde la reserva hasta la despedida, la comida ""un disfrute"" lastima e estar tan lejos para no poder probarlo todo. Carta pequeña pero variada, a mí me gusta así. Salmonetes sobre verdina, los clásicos puerros, el salmón marinado, el bacalao, los canelones, etc.  
Gracias Víctor y todo el equipo por vuestra atención y bien hacer, espero vernos pronto.",238 contribuciones,238,Escrita el 5 de abril de 2025,"Sevilla, España",,Calidad/precio,Ambiente,Servicio,Comida,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,,,0.0
1775742522-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d3669444-Reviews-Vinoteca_Moratin-Madrid.html,Madrid Bistro es memorable.,Ellen I,"Un hermoso e íntimo bistró que estará encantado de encontrar. La comida era deliciosa, con un montón de opciones interesantes. El servicio fue impecable con una atención cuidadosa durante toda la noche. Apreciamos la hermosa vajilla y cristalería. Qué velada más bonita.",1586 contribuciones,1586,Escrita el 8 de marzo de 2025,"Dayton, Ohio",Mostrar original,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/3f/1f/56/caption.jpg?w=300&h=300&s=1,,Traducido automáticamente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/3f/1f/57/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/3f/1f/58/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/c0/5d/6c/caption.jpg?w=100&h=-1&s=1,,,0.0
